,room_type,calculated_host_listings_count,availability_365,price
75,0.0,0.003067484662576687,0.0,75
76,0.0,0.0,0.4328767123287671,110
77,0.5,0.0,0.07397260273972603,128
78,0.0,0.006134969325153375,0.32054794520547947,106
79,0.0,0.0,0.9698630136986301,36
80,0.5,0.006134969325153375,0.936986301369863,218
81,0.5,0.0,0.0,350
82,0.5,0.0,0.663013698630137,150
83,0.0,0.0,0.0,75
84,0.5,0.0,0.5972602739726027,399
85,0.5,0.0,0.0,160
86,0.5,0.0,0.0,120
87,0.0,0.003067484662576687,0.3095890410958904,110
88,0.5,0.0,0.010958904109589041,180
89,0.0,0.0,0.0,50
90,0.5,0.0,0.4547945205479452,146
91,0.5,0.003067484662576687,0.7232876712328767,140
92,0.5,0.0,0.547945205479452,195
93,0.5,0.0,0.0,95
94,0.5,0.012269938650306749,0.2410958904109589,60
95,0.5,0.0,0.024657534246575342,100
96,0.5,0.006134969325153375,0.6547945205479452,200
97,0.5,0.0,0.7123287671232876,110
98,0.5,0.0,0.0,125
99,0.0,0.003067484662576687,0.2273972602739726,58
100,0.5,0.0,0.0,219
101,0.5,0.0,0.0684931506849315,150
102,0.5,0.0,0.024657534246575342,250
103,0.5,0.0,0.9342465753424658,200
104,0.5,0.0,0.0,150
105,0.0,0.006134969325153375,0.7972602739726028,70
106,0.0,0.0,0.6821917808219178,65
107,0.0,0.003067484662576687,0.6712328767123288,80
108,0.5,0.0,0.0,169
109,0.0,0.0,0.0,65
110,0.0,0.009202453987730062,0.9643835616438357,100
111,0.0,0.015337423312883437,0.4657534246575343,57
112,0.0,0.0,0.0,120
113,0.0,0.003067484662576687,0.9945205479452055,74
114,0.5,0.0,0.4931506849315069,150
115,0.5,0.0,0.7315068493150685,75
116,0.5,0.0,0.4931506849315069,90
117,0.0,0.003067484662576687,0.0,49
118,0.0,0.0,0.0,50
119,0.0,0.006134969325153375,0.9095890410958904,40
120,0.0,0.003067484662576687,0.8027397260273973,125
121,0.0,0.003067484662576687,0.3589041095890411,180
122,0.5,0.0,0.44931506849315067,150
123,0.0,0.006134969325153375,0.9095890410958904,75
124,0.5,0.0,0.0,134
125,0.0,0.0,0.030136986301369864,30
126,0.5,0.0,0.5041095890410959,80
127,0.5,0.003067484662576687,0.4410958904109589,140
128,0.5,0.003067484662576687,0.0,120
129,0.5,0.0,0.0,125
130,0.5,0.0,0.2054794520547945,139
131,0.0,0.0,0.13972602739726028,150
132,0.0,0.0,0.0,36
133,0.0,0.0,0.0,80
134,0.5,0.0,0.136986301369863,115
135,0.0,0.0,0.0,55
136,0.5,0.003067484662576687,0.0410958904109589,160
137,0.5,0.0,0.5013698630136987,74
138,0.0,0.0,0.0,103
139,0.5,0.05828220858895705,0.8493150684931506,130
140,0.5,0.0,0.9780821917808219,375
141,0.5,0.0,0.0,200
142,0.0,0.0,0.0,91
143,0.5,0.0,0.0,100
144,0.0,0.003067484662576687,0.36164383561643837,85
145,0.5,0.0,0.34794520547945207,304
146,0.0,0.009202453987730062,0.1178082191780822,90
147,0.5,0.0,0.6246575342465753,140
148,0.5,0.0,0.3972602739726027,140
149,0.5,0.0,0.043835616438356165,262
150,0.5,0.0,0.0,125
151,0.5,0.0,0.0,70
152,0.0,0.003067484662576687,0.21095890410958903,97
153,0.5,0.0,0.0,325
154,0.5,0.03987730061349693,1.0,200
155,0.5,0.0,0.0,150
156,0.5,0.0,0.019178082191780823,135
157,0.5,0.09815950920245399,0.9534246575342465,179
158,0.5,0.003067484662576687,0.9671232876712329,110
159,0.5,0.0,0.41643835616438357,50
160,0.5,0.0,0.0,380
161,0.5,0.003067484662576687,0.2602739726027397,200
162,0.5,0.0,0.4931506849315069,140
163,0.0,0.012269938650306749,0.10410958904109589,50
164,0.5,0.0,0.23835616438356164,59
165,0.5,0.0,0.46301369863013697,310
166,0.5,0.0,0.0,150
167,0.5,0.0,0.10684931506849316,199
168,0.0,0.0,0.5561643835616439,175
169,0.5,0.0,0.0,200
170,0.5,0.003067484662576687,0.0,150
171,0.0,0.0,0.0,100
172,0.5,0.0,0.0027397260273972603,117
173,0.0,0.018404907975460124,0.4931506849315069,60
174,0.0,0.003067484662576687,1.0,75
175,0.5,0.09202453987730062,0.6109589041095891,90
176,0.5,0.0,0.0,99
177,0.5,0.0,0.12054794520547946,135
178,0.5,1.0,0.9589041095890412,228
179,0.5,0.2638036809815951,1.0,225
180,0.5,0.006134969325153375,0.863013698630137,113
181,0.0,0.006134969325153375,0.9835616438356164,59
182,0.0,0.009202453987730062,0.4958904109589041,125
183,0.0,0.012269938650306749,0.8821917808219178,37
184,0.0,0.0,0.0,65
185,0.5,0.003067484662576687,0.7013698630136986,75
186,0.0,0.003067484662576687,0.0,80
187,0.5,0.0,0.0136986301369863,165
188,0.5,0.0,0.7479452054794521,165
189,0.0,0.0,0.057534246575342465,62
190,0.5,0.05521472392638037,0.6410958904109589,93
191,0.0,0.0,0.0,55
192,0.0,0.0,0.0,55
193,0.5,0.0,0.0,110
194,0.5,0.0,0.0,76
195,0.5,0.0,0.008219178082191782,100
196,0.5,0.0,0.005479452054794521,150
197,0.0,0.0,0.0,75
198,0.0,0.015337423312883437,0.936986301369863,47
199,0.0,0.003067484662576687,0.7506849315068493,45
200,0.5,0.0,0.7068493150684931,251
201,0.5,0.02147239263803681,1.0,136
202,0.0,0.006134969325153375,0.03561643835616438,50
203,0.0,0.009202453987730062,0.7178082191780822,47
204,0.5,0.0,0.0,100
205,0.5,0.0,0.008219178082191782,99
206,0.5,0.0,0.11506849315068493,125
207,0.0,0.015337423312883437,0.4136986301369863,75
208,0.5,0.2638036809815951,0.9013698630136986,210
209,0.0,0.0,0.2273972602739726,80
210,0.5,0.0,0.6986301369863014,140
211,0.5,0.0,0.0,99
212,1.0,0.009202453987730062,0.22465753424657534,30
213,0.0,0.003067484662576687,0.4849315068493151,135
214,0.0,0.0,0.0,50
215,0.0,0.003067484662576687,0.0,63
216,0.0,0.003067484662576687,0.9315068493150686,169
217,0.5,0.0,0.5041095890410959,100
218,0.0,0.003067484662576687,0.12328767123287672,44
219,0.0,0.0,0.9068493150684932,90
220,0.5,0.003067484662576687,0.0,125
221,0.0,0.003067484662576687,0.715068493150685,90
222,0.5,0.0,0.0,87
223,0.5,0.0,0.8958904109589041,200
224,0.5,0.0,0.0273972602739726,149
225,0.0,0.0,0.0,80
226,0.5,0.0,0.021917808219178082,158
227,0.5,0.08588957055214724,0.7068493150684931,118
228,0.0,0.003067484662576687,0.12054794520547946,100
229,0.0,0.0,0.8547945205479452,72
230,0.0,0.0,0.0,150
231,0.0,0.012269938650306749,0.24657534246575344,65
232,0.5,0.003067484662576687,0.8794520547945206,125
233,0.5,0.0,0.6301369863013698,70
234,0.5,0.0,0.0,159
235,0.0,0.006134969325153375,0.589041095890411,75
236,0.0,0.003067484662576687,0.1315068493150685,75
237,0.5,0.006134969325153375,0.9726027397260274,150
238,0.0,0.0,0.0,80
239,0.0,0.018404907975460124,0.0027397260273972603,33
240,0.0,0.006134969325153375,0.8904109589041096,52
241,0.5,0.0,0.0,142
242,0.0,0.0,0.23013698630136986,100
243,0.5,0.0,0.10684931506849316,169
244,0.0,0.0,1.0,175
245,0.5,0.0,0.0,125
246,1.0,0.02147239263803681,0.9917808219178083,28
247,0.5,0.012269938650306749,0.13972602739726028,300
248,0.0,0.0,0.0,44
249,0.5,0.0,0.30684931506849317,199
250,0.0,0.0,0.18082191780821918,50
251,0.5,0.006134969325153375,0.6794520547945205,190
252,0.0,0.11042944785276074,0.08767123287671233,27
253,0.5,0.0,0.2054794520547945,166
254,0.5,0.0,0.5643835616438356,150
255,0.0,0.006134969325153375,0.936986301369863,50
256,0.0,0.003067484662576687,0.4904109589041096,40
257,0.0,0.0,0.0,55
258,0.5,0.0,0.0,150
259,0.0,0.0,0.0,39
260,0.5,0.0,0.9342465753424658,175
261,0.0,0.015337423312883437,0.9123287671232877,67
262,0.0,0.0,0.0,175
263,0.5,0.003067484662576687,0.473972602739726,89
264,0.5,0.0,0.17534246575342466,120
265,0.0,0.0,0.0,101
266,0.0,0.0,0.0,55
267,0.0,0.0,0.9945205479452055,60
268,0.5,0.003067484662576687,0.08493150684931507,88
269,0.5,0.0,0.4136986301369863,169
270,0.5,0.11656441717791412,0.852054794520548,200
271,0.5,0.0,0.0,115
272,0.0,0.042944785276073615,0.8,100
273,0.5,0.0,0.0,185
274,0.0,0.003067484662576687,0.0,50
275,0.0,0.0,0.2219178082191781,65
276,0.0,0.0,0.021917808219178082,90
277,0.5,0.0,0.8410958904109589,65
278,0.0,0.0,0.2136986301369863,350
279,0.0,0.03680981595092024,0.8767123287671232,70
280,0.5,0.0,0.2191780821917808,333
281,0.0,0.0,0.8273972602739726,79
282,0.0,0.006134969325153375,0.9808219178082191,55
283,0.0,0.0,0.20821917808219179,85
284,0.0,0.02147239263803681,0.7534246575342466,129
285,0.5,0.0,0.17534246575342466,175
286,0.0,0.0,0.08493150684931507,63
287,1.0,0.003067484662576687,0.936986301369863,20
288,0.5,0.0,0.4904109589041096,350
289,0.0,0.003067484662576687,0.03561643835616438,78
290,0.5,0.0,0.4794520547945206,150
291,0.5,0.049079754601226995,0.7041095890410959,120
292,0.0,0.003067484662576687,0.9972602739726028,65
293,0.0,0.006134969325153375,0.9232876712328767,53
294,0.5,0.0,0.0,103
295,0.5,0.0,0.008219178082191782,100
296,0.0,0.0,0.0,120
297,0.5,0.0,0.6547945205479452,300
298,0.0,0.003067484662576687,0.06575342465753425,89
299,0.0,0.0,0.0,45
300,0.0,0.3128834355828221,0.673972602739726,40
301,0.0,0.0,0.030136986301369864,50
302,0.5,0.003067484662576687,0.4301369863013699,200
303,0.0,0.012269938650306749,0.12876712328767123,68
304,0.0,0.012269938650306749,0.0,48
305,0.5,0.0,0.0,75
306,1.0,0.0,0.0,250
307,0.5,0.0,0.0,136
308,0.0,0.0,0.4712328767123288,70
309,0.5,0.0,0.7041095890410959,139
310,0.0,0.012269938650306749,0.24657534246575344,295
311,0.0,0.0,0.24383561643835616,100
312,0.0,0.03067484662576687,0.6328767123287671,95
313,0.5,0.0,0.11506849315068493,150
314,0.5,0.003067484662576687,0.0,75
315,1.0,0.0,0.0,150
316,0.5,0.003067484662576687,0.7534246575342466,129
317,0.0,0.0,0.0,45
318,0.5,0.02147239263803681,0.38082191780821917,99
319,0.0,0.012269938650306749,0.12602739726027398,60
320,0.0,0.0,0.0,99
321,0.0,0.0,0.6958904109589041,60
322,0.0,0.003067484662576687,0.23287671232876714,60
323,0.5,0.0,0.0,124
324,0.5,0.0,0.08767123287671233,250
325,0.5,0.003067484662576687,0.010958904109589041,100
326,0.5,0.0,0.0,150
327,0.0,0.0,1.0,80
328,0.0,0.0,0.7863013698630137,91
329,0.0,0.05214723926380368,1.0,135
330,0.5,0.0,0.0,200
331,0.0,0.0,0.2273972602739726,85
332,0.0,0.0,0.0,50
333,0.5,0.0,0.038356164383561646,90
334,0.5,0.0,0.0273972602739726,150
335,0.5,0.0,0.0,250
336,0.5,0.0,0.6465753424657534,135
337,0.0,0.006134969325153375,0.0,150
338,0.0,0.0,0.1506849315068493,66
339,0.0,0.003067484662576687,0.273972602739726,45
340,0.5,0.0,0.0,127
341,0.5,0.003067484662576687,0.0136986301369863,120
342,0.5,0.0,1.0,350
343,0.0,0.0,0.5150684931506849,40
344,0.5,0.0,0.4904109589041096,125
345,0.0,0.012269938650306749,0.0027397260273972603,40
346,0.0,0.0,0.0,60
347,0.5,0.0,0.0,250
348,0.5,0.3680981595092025,0.44931506849315067,129
349,0.5,0.0,0.7013698630136986,70
350,0.0,0.0,0.0,130
351,0.0,0.003067484662576687,0.7287671232876712,50
352,0.5,0.003067484662576687,0.5835616438356165,345
353,0.5,0.0,0.9013698630136986,95
354,0.0,0.003067484662576687,0.0,65
355,0.5,0.0,0.0,170
356,0.0,0.0,0.23835616438356164,33
357,0.0,0.0,0.9205479452054794,110
358,0.0,0.0,0.030136986301369864,99
359,0.5,0.0,0.0,100
360,0.0,0.0,0.0,50
361,0.0,0.003067484662576687,0.5150684931506849,60
362,0.5,0.0,0.0,120
363,0.0,0.0,0.0,150
364,0.0,0.0,0.0,90
365,0.5,0.2914110429447853,0.8547945205479452,175
366,0.0,0.0,0.0,55
367,0.0,0.006134969325153375,0.9452054794520548,49
368,0.5,0.0,0.6712328767123288,103
369,0.5,0.0,0.9616438356164384,375
370,0.5,1.0,0.32054794520547947,252
371,0.5,0.006134969325153375,0.8602739726027397,158
372,0.0,0.003067484662576687,0.0,179
373,0.0,0.0,0.0,65
374,0.5,0.0,0.9123287671232877,379
375,0.5,0.003067484662576687,0.12602739726027398,160
376,0.0,0.02147239263803681,0.0684931506849315,65
377,0.5,0.003067484662576687,0.19452054794520549,100
378,0.0,0.003067484662576687,0.2356164383561644,69
379,0.0,0.0,0.0,63
380,0.0,0.0,0.06301369863013699,100
381,0.5,0.015337423312883437,0.8575342465753425,134
382,0.5,0.0,0.043835616438356165,200
383,0.5,0.0,0.0,94
384,0.5,0.0,0.0,132
385,0.0,0.003067484662576687,0.9205479452054794,62
386,0.0,0.003067484662576687,0.16164383561643836,79
387,0.5,0.0,0.0,120
388,0.0,0.015337423312883437,0.8054794520547945,100
389,0.0,0.0,0.4904109589041096,95
390,0.5,0.0,0.0,149
391,0.5,0.0,0.35342465753424657,150
392,0.0,0.0,0.9342465753424658,92
393,0.0,0.006134969325153375,0.7753424657534247,90
394,0.0,0.003067484662576687,0.0,60
395,0.5,0.0,0.0,115
396,0.0,0.006134969325153375,0.32602739726027397,44
397,0.0,0.006134969325153375,0.4904109589041096,110
398,0.0,0.0,0.4328767123287671,88
399,0.0,0.006134969325153375,0.030136986301369864,85
400,0.0,0.0,0.5945205479452055,125
401,0.5,0.0,0.6602739726027397,149
402,0.5,0.0,0.5205479452054794,250
403,0.0,0.003067484662576687,0.024657534246575342,90
404,0.5,0.006134969325153375,0.0,275
405,0.0,0.0,0.10684931506849316,85
406,0.5,0.0,0.5808219178082192,178
407,0.5,0.0,0.715068493150685,196
408,0.5,0.0,0.16712328767123288,120
409,1.0,0.003067484662576687,0.0,60
410,0.0,0.12883435582822086,0.8301369863013699,45
411,0.5,0.0,0.0,85
412,0.5,0.0,0.1506849315068493,90
413,0.5,0.0,0.0,125
414,0.0,0.0,0.0,85
415,0.5,0.003067484662576687,0.5863013698630137,215
416,0.0,0.0,0.0,120
417,0.5,0.0,0.0,229
418,0.5,0.003067484662576687,0.0,121
419,0.0,0.0,0.0,150
420,0.5,0.0,0.0027397260273972603,85
421,0.5,0.0,0.0,160
422,0.0,0.0,0.0,70
423,0.5,0.0,0.0,92
424,0.0,0.003067484662576687,0.9452054794520548,150
425,0.5,0.09815950920245399,0.8958904109589041,178
426,0.0,0.003067484662576687,0.273972602739726,47
427,0.0,0.0,0.0,115
428,0.5,0.0,0.0,110
429,1.0,0.0,0.8328767123287671,30
430,0.5,0.006134969325153375,0.030136986301369864,265
431,0.5,0.006134969325153375,0.5917808219178082,85
432,0.0,0.003067484662576687,0.057534246575342465,55
433,0.0,0.0,0.0,99
434,0.0,0.0,0.5178082191780822,90
435,1.0,0.003067484662576687,0.9178082191780822,69
436,0.0,0.0,0.8438356164383561,50
437,0.5,0.0,0.0,175
438,0.0,0.0,0.0,100
439,0.0,0.012269938650306749,0.07945205479452055,49
440,0.5,0.0,0.7452054794520548,99
441,0.5,0.003067484662576687,0.2602739726027397,120
442,0.5,0.0,0.36164383561643837,163
443,0.5,0.003067484662576687,0.263013698630137,225
444,0.5,0.0,0.11506849315068493,300
445,0.5,0.0,0.0,220
446,0.5,0.0,0.0,130
447,0.5,0.0,0.1780821917808219,65
448,0.0,0.015337423312883437,0.473972602739726,90
449,0.5,0.0,0.11232876712328767,150
450,0.0,0.12883435582822086,0.5917808219178082,57
451,0.5,0.0,0.715068493150685,115
452,0.5,0.0,0.7452054794520548,97
453,0.5,0.02147239263803681,0.2191780821917808,104
454,0.0,0.0,0.0,55
455,0.0,0.0,0.4876712328767123,195
456,0.0,0.003067484662576687,0.0,35
457,0.5,0.0,0.016438356164383564,200
458,0.0,0.006134969325153375,0.052054794520547946,60
459,0.5,0.2914110429447853,0.4657534246575343,169
460,0.5,0.0,0.0,135
461,0.0,0.006134969325153375,0.6465753424657534,42
462,0.0,0.0,1.0,100
463,0.5,0.003067484662576687,0.0,165
464,0.5,0.009202453987730062,0.03287671232876713,190
465,0.0,0.003067484662576687,0.8136986301369863,59
466,0.5,0.0,0.0,175
467,0.0,0.0,0.9972602739726028,75
468,0.0,0.0,0.0,100
469,0.0,0.03680981595092024,0.8849315068493151,169
470,0.5,0.0,0.0,300
471,0.5,0.0,0.0,12
472,0.0,0.0,0.04657534246575343,90
473,0.5,0.003067484662576687,0.9342465753424658,220
474,0.0,0.0,0.8301369863013699,60
475,0.0,0.0,0.0,55
476,0.5,0.0,0.0,175
477,0.0,0.0,0.9945205479452055,40
478,0.5,0.003067484662576687,0.9863013698630138,250
479,0.5,0.006134969325153375,0.7315068493150685,325
480,0.0,0.0,0.0,59
481,0.0,0.0,0.0,150
482,0.5,0.0,0.5150684931506849,225
483,0.5,0.0,0.0,200
484,1.0,0.012269938650306749,1.0,34
485,0.0,0.009202453987730062,0.024657534246575342,60
486,0.0,0.003067484662576687,0.0,92
487,0.5,0.0,0.0,150
488,0.0,0.0,0.40821917808219177,40
489,0.0,0.0,0.0,80
490,0.5,0.0,0.14794520547945206,199
491,0.0,0.0,0.6520547945205479,69
492,1.0,0.0,0.4876712328767123,40
493,0.0,0.0,0.28493150684931506,75
494,0.5,0.0,0.08767123287671233,99
495,0.0,0.009202453987730062,0.8410958904109589,110
496,0.5,0.0,0.6438356164383562,200
497,0.5,0.0,0.0,120
498,0.0,0.0,0.0,80
499,0.0,0.0,0.0,40
500,0.5,0.003067484662576687,0.4684931506849315,85
501,0.0,0.0,0.15616438356164383,60
502,0.5,0.0,0.9972602739726028,275
503,0.0,0.0,0.0,120
504,0.5,0.0,0.1643835616438356,105
505,0.0,0.0,0.7671232876712328,45
506,0.5,0.0,0.17534246575342466,200
507,0.0,0.0,0.0,50
508,0.5,0.003067484662576687,0.0,149
509,0.5,0.0,0.005479452054794521,125
510,0.0,0.0,0.9095890410958904,100
511,0.0,0.0,0.2356164383561644,80
512,1.0,0.0,0.2273972602739726,350
513,0.0,0.0,0.0,114
514,0.5,0.0,0.0,100
515,0.5,0.0,0.4547945205479452,350
516,0.0,0.03987730061349693,0.9972602739726028,64
517,0.5,0.006134969325153375,0.8465753424657534,155
518,0.0,0.018404907975460124,0.8054794520547945,49
519,0.5,0.0,0.8684931506849315,150
520,0.0,0.0,0.9972602739726028,70
521,0.0,1.0,0.9013698630136986,256
522,0.0,0.0,0.1643835616438356,59
523,0.0,0.0,0.2054794520547945,355
524,1.0,0.003067484662576687,0.5643835616438356,30
525,0.0,0.0,0.0,60
526,0.0,0.003067484662576687,0.46301369863013697,55
527,0.5,0.0,0.9972602739726028,350
528,0.5,0.0,0.0,390
529,0.5,0.0,0.3835616438356164,228
530,0.0,0.0,0.0,80
531,0.0,0.0,0.9972602739726028,75
532,0.0,0.0,0.4767123287671233,50
533,0.0,0.0,0.14246575342465753,75
534,0.0,0.003067484662576687,0.10410958904109589,54
535,0.0,0.009202453987730062,0.13972602739726028,29
536,0.0,0.003067484662576687,0.3424657534246575,69
537,0.0,0.0,0.4904109589041096,65
538,0.0,0.0,0.0,63
539,0.5,0.0,0.0,75
540,0.0,0.0,0.22465753424657534,110
541,0.0,0.003067484662576687,0.6712328767123288,95
542,0.0,0.003067484662576687,0.0,250
543,0.0,0.0,0.9972602739726028,55
544,0.0,0.0,0.473972602739726,90
545,1.0,0.006134969325153375,0.0,85
546,0.5,0.0,0.473972602739726,200
547,0.0,0.0,1.0,95
548,0.0,0.012269938650306749,0.4191780821917808,55
549,0.5,0.0,0.0,200
550,0.0,0.003067484662576687,0.0,50
551,0.0,0.003067484662576687,0.0,90
552,0.0,0.0,0.7972602739726028,75
553,0.0,0.07668711656441718,0.5150684931506849,62
554,0.5,0.0,0.0,125
555,0.5,0.003067484662576687,0.0958904109589041,275
556,0.5,0.0,0.0,295
557,0.5,0.0,0.17534246575342466,170
558,0.5,0.024539877300613498,0.8164383561643835,220
559,0.5,0.0,0.6,80
560,0.5,0.0,0.0027397260273972603,115
561,0.5,0.0,0.0,200
562,0.5,0.012269938650306749,0.3424657534246575,85
563,0.5,1.0,0.9178082191780822,184
564,0.5,0.0,0.18356164383561643,175
565,0.0,0.0,0.016438356164383564,40
566,0.0,0.0,0.0547945205479452,225
567,0.5,0.0,0.0,120
568,0.0,0.0,0.0,90
569,0.0,0.0,0.7041095890410959,85
570,0.0,0.006134969325153375,0.9835616438356164,50
571,1.0,0.0,0.9972602739726028,100
572,0.0,0.03987730061349693,0.0,41
573,0.0,0.003067484662576687,0.0,85
574,0.5,0.009202453987730062,0.23287671232876714,120
575,0.5,0.006134969325153375,0.852054794520548,65
576,0.5,0.0,0.4849315068493151,249
577,0.5,0.0,0.0,125
578,0.5,0.0,0.0,160
579,0.5,0.0,0.0,50
580,0.0,0.003067484662576687,0.0,55
581,0.0,0.0,0.0,75
582,0.5,0.0,0.0,120
583,0.5,0.0,0.7671232876712328,180
584,0.5,0.0,0.2191780821917808,90
585,0.0,0.0,0.0,90
586,0.5,0.0,0.09863013698630137,150
587,0.0,0.0,0.0,85
588,0.5,0.003067484662576687,0.6328767123287671,150
589,0.0,0.3128834355828221,0.589041095890411,60
590,0.0,0.006134969325153375,0.9945205479452055,50
591,0.0,0.0,0.0,50
592,1.0,0.006134969325153375,0.8493150684931506,35
593,0.5,0.0,0.5616438356164384,200
594,0.5,1.0,0.9452054794520548,190
595,0.0,0.0,0.22465753424657534,80
596,0.5,0.012269938650306749,0.22465753424657534,300
597,0.0,0.015337423312883437,0.8328767123287671,110
598,0.0,0.0,0.9808219178082191,90
599,0.5,0.0,0.0,175
600,0.0,0.027607361963190184,0.9863013698630138,48
601,0.0,0.0,0.0,40
602,0.5,0.0,0.0,78
603,0.0,0.0,0.24383561643835616,75
604,0.5,0.02147239263803681,0.15616438356164383,104
605,0.5,0.0,0.0,110
606,0.5,0.0,0.0,80
607,0.0,0.0,0.0,70
608,0.5,0.0,0.7945205479452054,117
609,0.5,0.0,0.8931506849315068,167
610,0.0,0.0,0.0,50
611,0.5,0.0,0.0,280
612,0.5,0.0,0.2602739726027397,160
613,0.5,0.0,0.4438356164383562,199
614,0.5,0.0,0.0,108
615,0.0,0.0,0.0,48
616,0.5,0.0,0.6657534246575343,240
617,0.0,0.0,0.0,99
618,1.0,0.015337423312883437,0.4575342465753425,75
619,0.0,0.003067484662576687,0.0,85
620,0.0,0.009202453987730062,0.9808219178082191,75
621,0.0,0.0,0.0,130
622,0.5,0.0,0.03561643835616438,100
623,0.5,0.0,0.0,200
624,0.0,0.0,0.9972602739726028,60
625,0.0,0.0,0.9753424657534246,65
626,0.5,0.003067484662576687,0.038356164383561646,150
627,0.0,0.05214723926380368,1.0,135
628,0.0,0.0,0.0,169
629,0.0,0.0,0.0,60
630,0.0,0.0,0.0,110
631,0.0,0.0,0.12054794520547946,137
632,0.0,0.006134969325153375,1.0,99
633,0.0,0.0,0.0,103
634,0.0,0.0,0.0,100
635,0.0,0.003067484662576687,0.0,60
636,0.0,0.0,0.0,30
637,0.0,0.0,0.0,30
638,0.5,0.0,0.0,185
639,0.0,0.0,0.0,100
640,0.5,0.0,0.0,370
641,0.5,0.0,0.23013698630136986,300
642,0.5,0.003067484662576687,0.936986301369863,99
643,0.0,0.027607361963190184,0.3589041095890411,99
644,0.0,0.0,0.0,50
645,1.0,0.0,1.0,80
646,0.5,0.003067484662576687,0.6109589041095891,144
647,0.0,0.3128834355828221,0.5041095890410959,52
648,0.0,0.0,0.0,100
649,0.5,0.0,0.0,175
650,0.5,0.0,0.0,140
651,0.0,0.009202453987730062,0.9095890410958904,74
652,0.5,0.0,0.0,150
653,0.5,0.0,0.0,120
654,0.5,0.0,0.0273972602739726,350
655,1.0,0.0,0.0,27
656,0.5,0.015337423312883437,0.3863013698630137,150
657,0.0,0.0,0.0,63
658,0.5,0.0,0.005479452054794521,359
659,0.5,0.0,0.5780821917808219,214
660,0.0,0.0,0.0,35
661,0.0,0.0,0.0,55
662,0.0,0.0,0.0,75
663,0.0,0.0,0.0,150
664,0.5,0.0,0.8657534246575342,215
665,0.0,0.006134969325153375,0.9506849315068493,185
666,0.0,0.0,0.0,100
667,0.5,0.0,0.9506849315068493,300
668,0.5,0.006134969325153375,0.4684931506849315,130
669,0.0,0.0,0.0,80
